Institution,Year,AISHE_CODE,UG_cap,PG_cap,UG_M,UG_F,UG_T,PG_M,PG_F,PG_T,TOTAL_M,TOTAL_F,GRAND_TOTAL
 Yenepoya Medical College  Mangalore,2017,C-8526,750,720,442,494,936,136,136,272,593,648,1241
 Yenepoya Medical College  Mangalore,2018,C-8526,750,728,556,648,1204,132,153,285,716,836,1552
 Sikkim Manipal Institute of Medical Sciences  Gangtok,2012,C-8625,250,190,152,195,347,24,21,45,176,216,392
 Sikkim Manipal Institute of Medical Sciences  Gangtok,2013,C-8625,250,214,157,240,397,33,40,73,190,280,470
 Sikkim Manipal Institute of Medical Sciences  Gangtok,2014,C-8625,250,222,141,257,398,29,49,78,170,306,476
 Sikkim Manipal Institute of Medical Sciences  Gangtok,2015,C-8625,250,222,172,320,492,26,50,76,232,401,633
 Sikkim Manipal Institute of Medical Sciences  Gangtok,2016,C-8625,250,222,174,318,492,27,40,67,241,397,638
 Sikkim Manipal Institute of Medical Sciences  Gangtok,2017,C-8625,250,222,161,331,492,22,25,47,216,407,623
 Sikkim Manipal Institute of Medical Sciences  Gangtok,2018,C-8625,250,222,168,323,491,14,20,34,218,395,613
 Pandit Deendayal Upadhyay Medical College  Rajkot,2012,C-864,0,143,270,196,466,116,51,167,386,247,633
 Pandit Deendayal Upadhyay Medical College  Rajkot,2013,C-864,100,249,269,253,522,111,58,169,380,311,691
 Pandit Deendayal Upadhyay Medical College  Rajkot,2014,C-864,200,355,236,273,509,76,68,144,312,341,653
 Pandit Deendayal Upadhyay Medical College  Rajkot,2015,C-864,300,477,245,290,535,126,85,211,371,375,746
 Pandit Deendayal Upadhyay Medical College  Rajkot,2016,C-864,400,501,305,272,577,116,103,219,421,375,796
 Pandit Deendayal Upadhyay Medical College  Rajkot,2017,C-864,550,609,521,244,765,116,103,219,637,347,984
 Pandit Deendayal Upadhyay Medical College  Rajkot,2018,C-864,600,709,545,459,1004,136,91,227,681,550,1231
 Darbhanga Medical College  Lehriasarai,2013,C-8756,450,621,470,15,485,0,0,0,470,15,485
 Darbhanga Medical College  Lehriasarai,2014,C-8756,450,621,470,15,485,0,0,0,470,15,485
 Darbhanga Medical College  Lehriasarai,2015,C-8756,450,621,471,15,486,0,0,0,471,15,486
 Darbhanga Medical College  Lehriasarai,2016,C-8756,450,624,471,15,486,0,0,0,471,15,486
 Darbhanga Medical College  Lehriasarai,2017,C-8756,460,655,445,44,489,0,0,0,445,44,489
 Darbhanga Medical College  Lehriasarai,2018,C-8756,470,699,445,44,489,0,0,0,445,44,489
 Jawaharlal Nehru Institute of Medical Sciences Porompet Imphal,2014,C-9403,500,300,34,66,100,0,0,0,34,66,100
 Jawaharlal Nehru Institute of Medical Sciences Porompet Imphal,2015,C-9403,500,308,250,247,497,0,0,0,250,247,497
 Regional Institute of Medical Sciences  Imphal,2012,C-9435,500,696,6,119,125,127,115,242,137,242,379
 Regional Institute of Medical Sciences  Imphal,2013,C-9435,500,696,289,337,626,196,139,335,488,489,977
 Regional Institute of Medical Sciences  Imphal,2014,C-9435,500,703,289,418,707,285,131,416,577,564,1141
 Regional Institute of Medical Sciences  Imphal,2017,C-9435,500,786,207,176,383,241,124,365,450,304,754
 Regional Institute of Medical Sciences  Imphal,2018,C-9435,500,796,211,202,413,239,140,379,451,352,803
 Tripura Medical College and Dr. B R A M Teaching Hospital  Agartala,2012,C-9581,500,300,188,208,396,3,2,5,191,210,401
 Tripura Medical College and Dr. B R A M Teaching Hospital  Agartala,2013,C-9581,500,305,202,197,399,3,2,5,205,199,404
 Tripura Medical College and Dr. B R A M Teaching Hospital  Agartala,2014,C-9581,500,310,251,248,499,5,4,9,256,252,508
 Tripura Medical College and Dr. B R A M Teaching Hospital  Agartala,2015,C-9581,500,315,201,197,398,8,6,14,209,203,412
 Tripura Medical College and Dr. B R A M Teaching Hospital  Agartala,2016,C-9581,500,315,4,1,5,3,5,8,7,6,13
 Tripura Medical College and Dr. B R A M Teaching Hospital  Agartala,2017,C-9581,500,315,0,0,0,7,6,13,7,6,13
 Tripura Medical College and Dr. B R A M Teaching Hospital  Agartala,2018,C-9581,500,315,264,221,485,7,7,14,271,228,499
 Agartala Government Medical College Agartala,2012,C-9587,500,348,299,199,498,15,2,17,314,201,515
 Agartala Government Medical College Agartala,2013,C-9587,500,377,308,190,498,31,4,35,339,194,533
 Agartala Government Medical College Agartala,2014,C-9587,500,387,304,194,498,60,7,67,364,201,565
 Agartala Government Medical College Agartala,2015,C-9587,500,387,298,202,500,63,10,73,361,212,573
 Agartala Government Medical College Agartala,2016,C-9587,500,387,293,206,499,59,15,74,352,221,573
 Agartala Government Medical College Agartala,2017,C-9587,500,387,293,204,497,47,20,67,340,224,564
 Agartala Government Medical College Agartala,2018,C-9587,500,387,301,196,497,48,23,71,349,219,568
 Rural Medical College  Loni,2012,C-9767,625,494,437,361,798,78,36,114,541,417,958
 Rural Medical College  Loni,2013,C-9767,625,500,377,374,751,103,31,134,503,424,927
 Rural Medical College  Loni,2014,C-9767,625,509,362,314,676,108,29,137,490,358,848
 Rural Medical College  Loni,2015,C-9767,625,516,355,381,736,103,35,138,479,432,911
 Rural Medical College  Loni,2016,C-9767,625,521,363,406,769,92,43,135,477,465,942
 Rural Medical College  Loni,2017,C-9767,625,522,378,430,808,92,47,139,511,512,1023
 Rural Medical College  Loni,2018,C-9767,700,618,443,454,897,79,56,135,561,550,1111
 Anugrah Narayan Magadh Medical College  Gaya,2012,S-3713,250,168,0,0,0,0,0,0,0,124,124
 Anugrah Narayan Magadh Medical College  Gaya,2013,S-3713,250,178,0,0,0,0,0,0,0,137,137
 Anugrah Narayan Magadh Medical College  Gaya,2014,S-3713,250,180,0,0,0,0,0,0,0,105,105
 Anugrah Narayan Magadh Medical College  Gaya,2017,S-3713,300,230,0,0,0,0,0,0,0,130,130
 Anugrah Narayan Magadh Medical College  Gaya,2018,S-3713,350,288,0,0,0,0,0,0,0,128,128
 Hindu Rao Hospital  Delhi,2016,S-3740,0,0,0,0,0,0,0,0,0,101,101
 Hindu Rao Hospital  Delhi,2017,S-3740,0,0,0,0,0,0,0,0,0,75,75
 Hindu Rao Hospital  Delhi,2018,S-3740,0,0,0,0,0,0,0,0,0,76,76
 Kasturba Hospital  New Delhi,2012,S-3742,0,18,0,0,0,0,0,0,0,90,90
 Kasturba Hospital  New Delhi,2013,S-3742,0,18,0,0,0,0,0,0,0,90,90
 Kasturba Hospital  New Delhi,2014,S-3742,0,18,0,0,0,0,0,0,0,94,94
 Kasturba Hospital  New Delhi,2015,S-3742,0,18,0,0,0,0,0,0,0,25,25
 Kasturba Hospital  New Delhi,2016,S-3742,0,24,0,0,0,0,0,0,0,25,25
 Kasturba Hospital  New Delhi,2017,S-3742,0,34,0,0,0,0,0,0,0,25,25
 Kasturba Hospital  New Delhi,2018,S-3742,0,44,0,0,0,0,0,0,0,25,25
 SCB Medical College  Cuttack,2017,S-4881,850,1347,0,0,0,0,0,0,28,253,281
 SCB Medical College  Cuttack,2018,S-4881,950,1480,0,0,0,0,0,0,29,255,284
 Era Lucknow  Medical College   Lucknow,2013,S-5405,200,347,0,0,0,0,0,0,3,245,248
 Era Lucknow  Medical College   Lucknow,2014,S-5405,300,463,0,0,0,0,0,0,3,295,298
 Era Lucknow  Medical College   Lucknow,2015,S-5405,400,480,21,81,102,0,0,0,25,428,453
 Era Lucknow  Medical College   Lucknow,2016,S-5405,550,547,31,102,133,0,0,0,38,454,492
 Era Lucknow  Medical College   Lucknow,2017,S-5405,600,607,36,96,132,0,0,0,44,444,488
 Jawaharlal Nehru Medical College  Aligarh,2018,S-5425,750,932,0,0,0,0,0,0,3,38,41
 Nilratan Sircar Medical College  Kolkata,2015,S-5534,1250,1110,0,0,0,0,0,0,0,300,300
 Nilratan Sircar Medical College  Kolkata,2016,S-5534,1250,1112,0,0,0,0,0,0,0,300,300
 Nilratan Sircar Medical College  Kolkata,2017,S-5534,1250,1148,0,0,0,0,0,0,0,300,300
 Nilratan Sircar Medical College  Kolkata,2018,S-5534,1250,1188,0,0,0,0,0,0,0,203,203
 North Bengal Medical College  Darjeeling,2015,S-5535,300,468,0,0,0,0,0,0,0,200,200
 North Bengal Medical College  Darjeeling,2016,S-5535,400,474,0,0,0,0,0,0,0,200,200
 North Bengal Medical College  Darjeeling,2017,S-5535,550,549,0,0,0,0,0,0,0,101,101
 North Bengal Medical College  Darjeeling,2018,S-5535,550,578,0,0,0,0,0,0,0,150,150
 Sri Venkateswara Institute of Medical Sciences (SVIMS)   Tirupati,2012,U-0036,0,94,147,488,635,99,155,254,283,659,942
 Sri Venkateswara Institute of Medical Sciences (SVIMS)   Tirupati,2013,U-0036,0,99,152,525,677,88,149,237,285,697,982
 Sri Venkateswara Institute of Medical Sciences (SVIMS)   Tirupati,2014,U-0036,0,107,162,523,685,71,124,195,321,682,1003
 Sri Venkateswara Institute of Medical Sciences (SVIMS)   Tirupati,2015,U-0036,0,117,161,679,840,58,111,169,303,815,1118
 Sri Venkateswara Institute of Medical Sciences (SVIMS)   Tirupati,2016,U-0036,0,131,190,894,1084,77,136,213,304,1055,1359
 Sri Venkateswara Institute of Medical Sciences (SVIMS)   Tirupati,2017,U-0036,0,155,182,1066,1248,71,137,208,337,1232,1569
 Sri Venkateswara Institute of Medical Sciences (SVIMS)   Tirupati,2018,U-0036,0,178,0,0,0,8,22,30,9,24,33
 Indira Gandhi Institute of Medical Sciences Sheikhpura  Patna,2012,U-0065,300,221,120,190,310,24,3,27,308,449,757
 Indira Gandhi Institute of Medical Sciences Sheikhpura  Patna,2013,U-0065,300,331,170,165,335,30,3,33,356,428,784
 Indira Gandhi Institute of Medical Sciences Sheikhpura  Patna,2014,U-0065,400,332,170,165,335,30,3,33,288,462,750
 Indira Gandhi Institute of Medical Sciences Sheikhpura  Patna,2015,U-0065,500,333,90,205,295,36,0,36,558,207,765
 Indira Gandhi Institute of Medical Sciences Sheikhpura  Patna,2016,U-0065,500,338,136,132,268,24,4,28,240,451,691
 Indira Gandhi Institute of Medical Sciences Sheikhpura  Patna,2017,U-0065,500,362,302,194,496,0,2,2,308,197,505
 Indira Gandhi Institute of Medical Sciences Sheikhpura  Patna,2018,U-0065,500,397,318,408,726,47,1,48,373,560,933
 Postgraduate Institute of Medical Education & Research  Chandigarh,2013,U-0079,0,51,0,0,0,506,139,645,798,273,1071
 Postgraduate Institute of Medical Education & Research  Chandigarh,2014,U-0079,0,51,90,0,90,478,180,658,750,276,1026
 Postgraduate Institute of Medical Education & Research  Chandigarh,2015,U-0079,0,494,79,0,79,467,228,695,640,261,901
 Postgraduate Institute of Medical Education & Research  Chandigarh,2016,U-0079,0,937,0,0,0,404,185,589,409,186,595
 Postgraduate Institute of Medical Education & Research  Chandigarh,2017,U-0079,0,1380,2,129,131,423,326,749,669,584,1253
 Postgraduate Institute of Medical Education & Research  Chandigarh,2018,U-0079,0,1380,85,47,132,426,257,683,739,468,1207
 All India Institute of Medical Sciences  New Delhi,2012,U-0096,250,4329,291,374,665,619,277,896,985,698,1683
 All India Institute of Medical Sciences  New Delhi,2013,U-0096,250,4329,568,491,1059,738,311,1049,1464,883,2347
 All India Institute of Medical Sciences  New Delhi,2014,U-0096,250,4329,571,758,1329,601,289,890,1515,1225,2740
 Institute of Liver and Biliary Sciences  New Delhi,2012,U-0106,0,15,0,0,0,0,0,0,15,4,19
 Institute of Liver and Biliary Sciences  New Delhi,2013,U-0106,0,15,0,0,0,0,0,0,15,1,16
 Institute of Liver and Biliary Sciences  New Delhi,2014,U-0106,0,17,0,0,0,0,0,0,23,4,27
 Institute of Liver and Biliary Sciences  New Delhi,2015,U-0106,0,20,0,0,0,0,0,0,19,15,34
 Institute of Liver and Biliary Sciences  New Delhi,2016,U-0106,0,23,0,0,0,0,0,0,20,13,33
 Institute of Liver and Biliary Sciences  New Delhi,2017,U-0106,0,26,0,0,0,0,0,0,22,17,39
 Institute of Liver and Biliary Sciences  New Delhi,2018,U-0106,0,29,0,0,0,0,0,0,22,20,42
 Sher-I-Kashmir Instt. Of Medical Sciences  Srinagar,2013,U-0198,50,247,46,31,77,188,60,248,278,97,375
 Sher-I-Kashmir Instt. Of Medical Sciences  Srinagar,2014,U-0198,100,311,64,43,107,204,85,289,318,134,452
 Sher-I-Kashmir Instt. Of Medical Sciences  Srinagar,2015,U-0198,150,394,104,64,168,221,107,328,409,176,585
 Sher-I-Kashmir Instt. Of Medical Sciences  Srinagar,2016,U-0198,200,427,127,61,188,234,98,332,449,170,619
 Sher-I-Kashmir Instt. Of Medical Sciences  Srinagar,2017,U-0198,300,511,150,24,174,222,104,326,407,140,547
 Sher-I-Kashmir Instt. Of Medical Sciences  Srinagar,2018,U-0198,350,570,330,12,342,280,73,353,661,91,752
 National Institute of Mental Health & Neuro Sciences  Bangalore,2012,U-0236,0,207,17,160,177,99,39,138,165,308,473
 National Institute of Mental Health & Neuro Sciences  Bangalore,2013,U-0236,0,207,20,210,230,103,45,148,179,361,540
 National Institute of Mental Health & Neuro Sciences  Bangalore,2014,U-0236,0,207,23,250,273,113,44,157,251,505,756
 National Institute of Mental Health & Neuro Sciences  Bangalore,2015,U-0236,0,219,26,298,324,124,50,174,256,539,795
 National Institute of Mental Health & Neuro Sciences  Bangalore,2016,U-0236,0,231,30,310,340,129,65,194,293,583,876
 National Institute of Mental Health & Neuro Sciences  Bangalore,2017,U-0236,0,243,24,312,336,150,57,207,303,586,889
 National Institute of Mental Health & Neuro Sciences  Bangalore,2018,U-0236,0,243,30,312,342,171,63,234,331,603,934
 Sree Chitra Thirunal Institute for Medical Science and Technology  Thiruvananthapura,2015,U-0266,0,70,0,0,0,9,21,30,163,127,290
 Sree Chitra Thirunal Institute for Medical Science and Technology  Thiruvananthapura,2016,U-0266,0,59,0,0,0,14,20,34,165,127,292
 Sree Chitra Thirunal Institute for Medical Science and Technology  Thiruvananthapura,2017,U-0266,0,45,0,0,0,12,22,34,129,144,273
 Sree Chitra Thirunal Institute for Medical Science and Technology  Thiruvananthapura,2018,U-0266,0,45,0,0,0,12,22,34,114,139,253
 Krishna Institute of Medical Sciences  Karad,2012,U-0311,0,152,258,823,1081,128,139,267,416,1030,1446
 Krishna Institute of Medical Sciences  Karad,2013,U-0311,150,306,288,839,1127,142,118,260,457,1009,1466
 Krishna Institute of Medical Sciences  Karad,2014,U-0311,300,480,733,1009,1742,155,117,272,914,1166,2080
 Krishna Institute of Medical Sciences  Karad,2015,U-0311,450,661,758,1077,1835,154,93,247,929,1203,2132
 Krishna Institute of Medical Sciences  Karad,2016,U-0311,600,690,398,1088,1486,168,99,267,589,1212,1801
 Krishna Institute of Medical Sciences  Karad,2017,U-0311,800,749,0,0,0,0,0,0,0,0,0
 Krishna Institute of Medical Sciences  Karad,2018,U-0311,850,811,377,1239,1616,171,186,357,574,1443,2017
 Jawaharlal Institute of Postgraduate Medical Education & Research  Puducherry,2012,U-0368,1000,981,425,588,1013,179,132,311,630,747,1377
 Jawaharlal Institute of Postgraduate Medical Education & Research  Puducherry,2013,U-0368,1000,981,372,235,607,171,153,324,577,415,992
 Jawaharlal Institute of Postgraduate Medical Education & Research  Puducherry,2014,U-0368,1000,981,371,233,604,169,150,319,579,406,985
 Jawaharlal Institute of Postgraduate Medical Education & Research  Puducherry,2015,U-0368,1000,1128,500,382,882,185,153,338,719,549,1268
 Jawaharlal Institute of Postgraduate Medical Education & Research  Puducherry,2016,U-0368,1000,1275,562,541,1103,252,215,467,855,763,1618
 Jawaharlal Institute of Postgraduate Medical Education & Research  Puducherry,2017,U-0368,1000,1422,547,485,1032,247,215,462,840,708,1548
 Jawaharlal Institute of Postgraduate Medical Education & Research  Puducherry,2018,U-0368,1000,1422,547,485,1032,241,204,445,834,697,1531
 Guru Nanak Dev University  Amritsar,2012,U-0376,300,217,1503,1332,2835,769,1775,2544,2603,3366,5969
 Guru Nanak Dev University  Amritsar,2013,U-0376,200,3,10722,1579,12301,1344,2449,3793,12372,4360,16732
 Guru Nanak Dev University  Amritsar,2014,U-0376,100,3,1834,1672,3506,1095,2503,3598,3259,4570,7829
 Guru Nanak Dev University  Amritsar,2015,U-0376,0,3,1915,1770,3685,1203,2453,3656,3431,4552,7983
 Guru Nanak Dev University  Amritsar,2016,U-0376,0,3,1899,2033,3932,1169,2464,3633,3365,4858,8223
 Guru Nanak Dev University  Amritsar,2017,U-0376,0,3,2065,2232,4297,1355,2565,3920,3723,5127,8850
 Guru Nanak Dev University  Amritsar,2018,U-0376,0,3,1917,2285,4202,1282,2586,3868,3614,5443,9057
 National Institute of Medical Science & Research  Jaipur,2012,U-0415,500,386,5197,1226,6423,5287,853,6140,13388,2543,15931
 National Institute of Medical Science & Research  Jaipur,2013,U-0415,500,429,5723,1934,7657,4841,1516,6357,13434,4266,17700
 National Institute of Medical Science & Research  Jaipur,2014,U-0415,500,431,6186,2406,8592,4707,1644,6351,14436,5153,19589
 National Institute of Medical Science & Research  Jaipur,2015,U-0415,500,434,6345,2960,9305,3557,1565,5122,14121,6052,20173
 National Institute of Medical Science & Research  Jaipur,2016,U-0415,550,488,6967,2660,9627,5502,1816,7318,18587,6299,24886
 National Institute of Medical Science & Research  Jaipur,2017,U-0415,600,540,6732,3407,10139,5385,5686,11071,16227,10947,27174
 National Institute of Medical Science & Research  Jaipur,2018,U-0415,600,541,6772,3301,10073,3937,1533,5470,12116,5352,17468
 SRM Medical College Hospital & Research Centre  Kancheepuram,2012,U-0473,750,582,18246,5429,23675,5104,1598,6702,23560,7124,30684
 SRM Medical College Hospital & Research Centre  Kancheepuram,2013,U-0473,750,650,21584,5924,27508,5725,1583,7308,27643,7621,35264
 SRM Medical College Hospital & Research Centre  Kancheepuram,2014,U-0473,750,660,24514,7422,31936,4261,2031,6292,29495,9896,39391
 SRM Medical College Hospital & Research Centre  Kancheepuram,2015,U-0473,750,676,28849,8122,36971,3146,1273,4419,32810,9878,42688
 SRM Medical College Hospital & Research Centre  Kancheepuram,2016,U-0473,750,691,33440,9174,42614,2806,1243,4049,36996,10790,47786
 SRM Medical College Hospital & Research Centre  Kancheepuram,2017,U-0473,750,713,34109,9357,43466,2036,1086,3122,37079,11096,48175
 SRM Medical College Hospital & Research Centre  Kancheepuram,2018,U-0473,750,734,35726,10057,45783,1826,1129,2955,38582,11897,50479
 Sri Ramachandra Medical College & Research Institute  Chennai,2012,U-0478,1250,1112,783,1760,2543,381,612,993,1231,2487,3718
 Sri Ramachandra Medical College & Research Institute  Chennai,2013,U-0478,1250,1124,882,1947,2829,366,514,880,1322,2598,3920
 Sri Ramachandra Medical College & Research Institute  Chennai,2014,U-0478,1250,1170,1043,2162,3205,386,584,970,1513,2904,4417
 Sri Ramachandra Medical College & Research Institute  Chennai,2015,U-0478,1250,1233,1045,2264,3309,346,499,845,1469,2926,4395
 Sri Ramachandra Medical College & Research Institute  Chennai,2016,U-0478,1250,1291,1154,2562,3716,361,553,914,1597,3298,4895
 Sri Ramachandra Medical College & Research Institute  Chennai,2017,U-0478,1250,1313,1362,2911,4273,396,661,1057,1832,3734,5566
 Sri Ramachandra Medical College & Research Institute  Chennai,2018,U-0478,1250,1355,1498,3128,4626,403,743,1146,1976,4037,6013
 The Tamilnadu Dr. MGR Medical University Chennai,2012,U-0481,200,6,0,0,0,18,12,30,25,16,41
 The Tamilnadu Dr. MGR Medical University Chennai,2013,U-0481,100,7,0,0,0,2,2,4,8,4,12
 The Tamilnadu Dr. MGR Medical University Chennai,2014,U-0481,0,8,0,0,0,7,9,16,25,20,45
 The Tamilnadu Dr. MGR Medical University Chennai,2015,U-0481,0,9,0,0,0,6,7,13,18,16,34
 The Tamilnadu Dr. MGR Medical University Chennai,2016,U-0481,0,9,0,0,0,4,0,4,18,7,25
 The Tamilnadu Dr. MGR Medical University Chennai,2017,U-0481,0,11,0,0,0,3,8,11,33,20,53
 The Tamilnadu Dr. MGR Medical University Chennai,2018,U-0481,0,13,0,0,0,3,7,10,33,19,52
 King George Medical University  Lucknow,2012,U-0523,1250,1330,184,100,284,87,55,142,273,155,428
 King George Medical University  Lucknow,2013,U-0523,1250,1336,184,100,284,101,65,166,321,168,489
 King George Medical University  Lucknow,2014,U-0523,1250,1338,177,129,306,84,86,170,292,217,509
 King George Medical University  Lucknow,2015,U-0523,1250,1338,193,122,315,97,76,173,323,200,523
 King George Medical University  Lucknow,2016,U-0523,1250,1343,180,112,292,89,89,178,304,202,506
 King George Medical University  Lucknow,2017,U-0523,1250,1387,231,113,344,80,84,164,360,208,568
 King George Medical University  Lucknow,2018,U-0523,1250,1454,959,540,1499,196,173,369,1216,735,1951
