State Id,OfficeName,"Service
Code","Service
Title","Actual
Start
Date","Actual
End
Date","Completion
Status","Service
Provider
Name","Course
Name","Credential
Type 1","Credential
Date 1","Exit
Reason","Exit
Date",Q0 -Wages at Exit,"Employment
Start
Date",EmpName,EmpCity,EmpStateCD,JobTitle,HoursPerWeek,"Placement
Hour
Wage","Medical
Benefits","Other
Benefits","Train
Related
Emp","Non
Traditional
Emp","NAICS
Code",QTR1A Exit,QTR2A Exit,QTR3A Exit
86148,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/6/2019,6/7/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/7/2019,Successful Completion Employed,6/18/2019,,6/18/2019,Flagger Force,Glen Burnie,MD,flagger,40,13.5,0,0,9,0,237310,,,
92508,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/5/2019,6/5/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,6,6/5/2019,,,,                              ,,,,,,,,,,,,,,
482334,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,,,Successful Completion Employed,9/9/2019,,9/9/2019,"Pepco Holdings, Inc.",Washington,DC,Linemen,40,20,1,1,9,0,221122,,,
100185,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/25/2019,9/25/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,9/25/2019,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
27812,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/28/2019,8/9/2019,Successful Completion,Excel Automotive Institute,Automotive Foundations,5,5/17/2019,Unknown Status,4/14/2020,,                              ,,,,,,,,,,,,,,
423971,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,9/20/2019,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
84499,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/22/2019,,,,                              ,,,,,,,,,,,,,,
215365,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/22/2019,Successful Completion Employed,4/10/2019,,4/10/2019,Didlake,Washington,DC,associate,40,17.5,1,1,9,0,624190,,,
401249,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/11/2019,9/27/2019,Unsuccessful Completion - Dropped Out,CC Prep - MLK,Help Desk IT Training,,,Successful Completion Employed,2/28/2020,,9/4/2019,Randstad,Washington,DC,Medical Assistant,40,17,1,1,9,0,561310,,,
448932,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/8/2019,6/28/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,4,10/7/2019,Successful Completion Employed,1/14/2020,,9/9/2019,ExecuTech Strategic Consulting,Woodbridge,VA,Help Desk Technician I,40,23,1,1,9,0,541513,,,
92508,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,6,6/5/2019,,,,                              ,,,,,,,,,,,,,,
299680,DC Infrastructure Academy,313,Enrolled In State And Local Training,4/4/2019,4/5/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,4/5/2019,Unknown Status,9/8/2020,,                              ,,,,,,,,,,,,,,
506261,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/20/2019,7/8/2019,Successful Completion,ITC Technologies LLC,Cisco Certified Network Associate (CCNA),5,6/21/2019,Successful Completion Employed,1/27/2020,,1/27/2020,Papa John's Pizza,Fairfax,VA,Delivery Driver,28,7.25,0,0,9,0,722513,,,
425241,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,,,,                              ,,,,,,,,,,,,,,
272730,DC Infrastructure Academy,313,Enrolled In State And Local Training,4/4/2019,4/5/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,4/5/2019,Successful Completion Employed,4/26/2019,,4/26/2019,Nando's Peri-Peri Chicken,Washington,DC,Cleaner,40,13.25,1,1,9,0,722511,,,
433826,DC Infrastructure Academy,313,Enrolled In State And Local Training,2/28/2019,3/1/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/1/2019,Successful Completion Employed,9/18/2019,,5/17/2019,The Service Companies - SSC,Hialeah,FL,Guest Request Runner,40,17,0,0,9,0,561720,,,
503580,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/28/2019,8/9/2019,Successful Completion,Excel Automotive Institute,Automotive Foundations,5,5/17/2019,,,,                              ,,,,,,,,,,,,,,
154637,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/24/2019,9/25/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/9/2019,Successful Completion Employed,12/4/2019,,12/4/2019,WPP Law Office,,,Office Assistant,40,16,0,0,9,0,,,,
261415,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/8/2019,,,,                              ,,,,,,,,,,,,,,
213266,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/24/2019,9/25/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/9/2019,Successful Completion Employed,1/1/2019,,1/1/2019,Vensure Employer Services,Mesa,AZ,sales,40,15,1,1,9,0,,,,
306114,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/5/2019,9/6/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/6/2019,,,,                              ,,,,,,,,,,,,,,
87333,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/24/2019,9/25/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,7/24/2019,Unknown Status,9/10/2020,,                              ,,,,,,,,,,,,,,
151689,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/24/2019,9/25/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/4/2019,,,,                              ,,,,,,,,,,,,,,
516262,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
77914,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/8/2019,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
511320,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/24/2019,Successful Completion Employed,7/13/2020,,7/13/2020,Pepco Holdings Inc,Washington,DC,Helper Meter Technician,40,22.69,1,1,9,0,551112,,,
413028,DC Infrastructure Academy,313,Enrolled In State And Local Training,4/4/2019,4/5/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,6,9/11/2019,Successful Completion Employed,12/18/2019,,4/1/2019,DC Department of Behavioral Health,Washington,DC,Behavioral Health Tech,40,40,1,1,9,0,923120,,,
55101,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/21/2019,,,,                              ,,,,,,,,,,,,,,
510370,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,Unknown Status,9/10/2020,,                              ,,,,,,,,,,,,,,
511320,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/1/2019,8/2/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,7/24/2019,Successful Completion Employed,7/13/2020,,7/13/2020,Pepco Holdings Inc,Washington,DC,Helper Meter Technician,40,22.69,1,1,9,0,551112,,,
422975,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/22/2019,3/15/2019,Successful Completion,ITC Technologies LLC,Cisco Certified Network Associate (CCNA),,,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
484985,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,,,Successful Completion Employed,9/9/2019,,9/9/2019,Dynamic Concepts Inc,Washington,DC,Laborer,40,18,1,1,9,0,541614,,,
88079,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/1/2019,10/11/2019,Successful Completion,Toni Thomas Associates,Commercial Driver's License Class B,5,3/22/2019,Successful Completion Employed,2/18/2020,,2/18/2020,Arlington County School,Arlington,VA,Driver,40,15,0,0,9,0,611110,,,
37461,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/28/2019,3/29/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/29/2019,,,,                              ,,,,,,,,,,,,,,
175942,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/28/2019,2/22/2019,Unsuccessful Completion - Dropped Out,Excel Automotive Institute,Automotive Foundations,,,Successful Completion Employed,10/18/2018,,10/18/2018,Southwest Distribution,Washington,DC,delivery driver,40,15,0,0,9,0,541870,,,
3916,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,,,Successful Completion Employed,1/23/2020,,8/28/2019,Anchor Construction,Washington,DC,Lineman,40,17,1,1,9,0,236115,,,
409610,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/30/2019,5/31/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/31/2019,,,,                              ,,,,,,,,,,,,,,
137180,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/5/2019,9/6/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/4/2019,Successful Completion Employed,11/12/2019,,11/12/2019,BJ'S Wholesale Club,Capitol Heights,MD,Stock Clerk,40,13.75,1,1,9,0,452311,,,
211139,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/29/2019,9/8/2019,Successful Completion,Excel Automotive Institute,Automotive Foundations,5,7/12/2019,Successful Completion Employed,3/9/2019,,3/9/2019,Home Depot,Washington,DC,Freight/Receiving,40,15,1,1,9,0,444110,,,
510530,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/2/2019,,,,                              ,,,,,,,,,,,,,,
473210,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/25/2019,,,,                              ,,,,,,,,,,,,,,
128244,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,,,,                              ,,,,,,,,,,,,,,
418284,DC Infrastructure Academy,313,Enrolled In State And Local Training,4/4/2019,4/5/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,4/5/2019,Successful Completion Employed,9/18/2019,,2/21/2019,"Compass Group USA, Inc.",Charlotte,NC,Cashier,40,14.25,0,0,9,0,722310,,,
328411,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/22/2019,9/8/2019,Successful Completion,Excel Automotive Institute,Automotive Foundations,5,7/12/2019,,,,                              ,,,,,,,,,,,,,,
510370,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/25/2019,7/26/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/28/2019,Unknown Status,9/10/2020,,                              ,,,,,,,,,,,,,,
25225,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/13/2019,6/14/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/7/2019,Successful Completion Employed,3/4/2020,,9/25/2019,The Calpro Group Inc,Washington,DC,Event Staff Member,40,15,1,1,9,0,541611,,,
193188,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/22/2019,Successful Completion Employed,11/18/2019,,11/18/2019,Macy's Inc,,,At Your Service Center Assoc,40,13.25,1,1,9,0,,,,
98973,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/22/2019,,,,                              ,,,,,,,,,,,,,,
413028,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,6,9/11/2019,Successful Completion Employed,12/18/2019,,4/1/2019,DC Department of Behavioral Health,Washington,DC,Behavioral Health Tech,40,40,1,1,9,0,923120,,,
483182,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/27/2019,8/2/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,8/2/2019,,,,                              ,,,,,,,,,,,,,,
96194,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/21/2019,Successful Completion Employed,6/18/2019,,6/18/2019,Eugene McCutchen,,,Mover,40,15,0,0,9,0,,,,
505732,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/5/2019,5/6/2019,Unsuccessful Completion - Did Not Meet Requirement,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
293394,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/28/2019,3/29/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/29/2019,,,,                              ,,,,,,,,,,,,,,
99318,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/1/2019,8/2/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,7/12/2019,Successful Completion Employed,12/4/2019,,9/16/2019,ARAMARK,Washington,DC,housekeeping,32,14.3,0,0,9,0,721110,,,
178006,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/28/2019,9/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/20/2019,Successful Completion Employed,1/8/2020,,12/16/2019,Truly Solar,Upper Marlboro,MD,Energy Consultant,40,30,1,1,9,0,,,,
170365,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/30/2019,5/31/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/31/2019,,,,                              ,,,,,,,,,,,,,,
136814,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/21/2019,,,,                              ,,,,,,,,,,,,,,
357583,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/8/2019,,,,                              ,,,,,,,,,,,,,,
3420,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/9/2019,Successful Completion Employed,12/4/2019,,9/3/2019,DC Circulator,Washington,DC,Transit Bus Driver,40,18,0,0,9,0,488210,,,
52902,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/24/2019,9/25/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/4/2019,,,,                              ,,,,,,,,,,,,,,
100156,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,6,9/16/2019,,,,                              ,,,,,,,,,,,,,,
214056,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Unsuccessful Completion - Failed to Report,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,,                              ,,,,,,,,,,,,,,
511327,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/9/2019,Successful Completion Employed,12/16/2019,,12/16/2019,Capital Area Food Bank,Washington,DC,Truck Driver with CDL B,40,21.16,1,1,9,0,624210,,,
30093,DC Infrastructure Academy,313,Enrolled In State And Local Training,2/28/2019,3/1/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/1/2019,Successful Completion Employed,2/3/2020,,8/1/2019,Office of the State Superintendent of Education,Washington,DC,Bus Attendant,40,14.92,1,1,9,0,923110,,,
355259,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/25/2019,9/25/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,9/25/2019,,,,                              ,,,,,,,,,,,,,,
